# FIELD salt_bridge dunbrack_D1 dunbrack_D2
1.779249000549316406e+01 6.690647602081298828e+00 1.425522994995117188e+01
1.703455162048339844e+01 6.632896423339843750e+00 1.440645313262939453e+01
1.709734916687011719e+01 6.606871604919433594e+00 1.446415710449218750e+01
1.717756843566894531e+01 6.401202201843261719e+00 1.421478080749511719e+01
4.647278308868408203e+00 1.763195610046386719e+01 1.342257118225097656e+01
1.828746032714843750e+01 6.233979225158691406e+00 1.388681793212890625e+01
1.723438644409179688e+01 1.007813930511474609e+01 6.866208076477050781e+00
1.252537155151367188e+01 7.045770168304443359e+00 1.544053459167480469e+01
1.680023002624511719e+01 6.248120784759521484e+00 1.382686424255371094e+01
1.649208259582519531e+01 6.665717124938964844e+00 1.437913322448730469e+01
1.696547317504882812e+01 5.434536457061767578e+00 1.375016784667968750e+01
4.700180530548095703e+00 1.371918582916259766e+01 1.547907352447509766e+01
1.700543212890625000e+01 6.340709686279296875e+00 1.348159599304199219e+01
1.692674064636230469e+01 6.741705894470214844e+00 1.402788066864013672e+01
1.694283866882324219e+01 6.497439384460449219e+00 1.408923339843750000e+01
1.859728813171386719e+01 6.461721420288085938e+00 1.423965549468994141e+01
1.717004966735839844e+01 6.654679298400878906e+00 1.457193851470947266e+01
1.701326560974121094e+01 6.491048336029052734e+00 1.391600227355957031e+01
1.684624099731445312e+01 6.431602954864501953e+00 1.369922733306884766e+01
1.190358638763427734e+01 6.560022354125976562e+00 1.398415565490722656e+01
1.148257160186767578e+01 6.258624076843261719e+00 1.513150405883789062e+01
1.049305152893066406e+01 6.421605110168457031e+00 1.343494796752929688e+01
1.694058036804199219e+01 6.382942199707031250e+00 1.424981307983398438e+01
1.664734649658203125e+01 6.152910709381103516e+00 1.425341606140136719e+01
1.726840782165527344e+01 6.628305912017822266e+00 1.385572338104248047e+01
1.940036773681640625e+01 6.395405769348144531e+00 1.384491062164306641e+01
1.707468605041503906e+01 5.956174850463867188e+00 1.365920829772949219e+01
1.761441421508789062e+01 6.258254528045654297e+00 1.402865982055664062e+01
1.674588394165039062e+01 6.658573150634765625e+00 1.439341735839843750e+01
2.129614639282226562e+01 6.895299434661865234e+00 1.284149360656738281e+01
5.341514587402343750e+00 1.825696563720703125e+01 1.512345790863037109e+01
1.043799495697021484e+01 6.493632793426513672e+00 1.429885673522949219e+01
1.099770641326904297e+01 1.103413677215576172e+01 8.383479118347167969e+00
1.144553089141845703e+01 6.032701015472412109e+00 1.446146488189697266e+01
1.672976112365722656e+01 6.335874080657958984e+00 1.426732158660888672e+01
1.674666213989257812e+01 6.543830871582031250e+00 1.417649364471435547e+01
1.676906967163085938e+01 6.763973236083984375e+00 1.409297943115234375e+01
1.667976570129394531e+01 6.372132301330566406e+00 1.455418109893798828e+01
1.001832962036132812e+01 5.561053276062011719e+00 1.319747829437255859e+01
1.669572639465332031e+01 6.282902240753173828e+00 1.426227474212646484e+01
1.832766914367675781e+01 5.736310005187988281e+00 1.361091804504394531e+01
1.880266761779785156e+01 6.523601531982421875e+00 1.461155128479003906e+01
1.698658561706542969e+01 6.674013137817382812e+00 1.411397171020507812e+01
6.911315441131591797e+00 5.774616718292236328e+00 1.400683403015136719e+01
1.698007202148437500e+01 6.772528171539306641e+00 1.397331237792968750e+01
1.645085144042968750e+01 6.723239898681640625e+00 1.394520950317382812e+01
1.049464035034179688e+01 1.092543601989746094e+01 1.605463218688964844e+01
1.643219184875488281e+01 6.499443054199218750e+00 1.413079738616943359e+01
8.764927864074707031e+00 6.475062847137451172e+00 1.439951515197753906e+01
2.044641876220703125e+01 6.945807933807373047e+00 1.346789741516113281e+01
6.589893817901611328e+00 9.664994239807128906e+00 7.714868068695068359e+00
5.579567909240722656e+00 5.636631965637207031e+00 1.385997676849365234e+01
1.762785530090332031e+01 8.685277938842773438e+00 1.586179828643798828e+01
1.699772262573242188e+01 6.294360637664794922e+00 1.431451034545898438e+01
1.711421012878417969e+01 6.702156066894531250e+00 1.401429653167724609e+01
1.038142204284667969e+01 6.057053089141845703e+00 1.364827346801757812e+01
1.675165367126464844e+01 6.222900867462158203e+00 1.401224613189697266e+01
1.678854179382324219e+01 6.388993263244628906e+00 1.458413696289062500e+01
1.687145614624023438e+01 6.441562175750732422e+00 1.423509407043457031e+01
1.747413444519042969e+01 6.304522037506103516e+00 1.396975517272949219e+01
1.707164001464843750e+01 6.454474925994873047e+00 1.422665596008300781e+01
1.697788619995117188e+01 6.315398216247558594e+00 1.432557582855224609e+01
1.655718612670898438e+01 6.581604003906250000e+00 1.386444282531738281e+01
4.923167705535888672e+00 1.004939651489257812e+01 1.494395828247070312e+01
1.955602455139160156e+01 6.556680202484130859e+00 1.390835666656494141e+01
1.249060058593750000e+01 6.384663105010986328e+00 1.354308223724365234e+01
1.684494400024414062e+01 6.530444145202636719e+00 1.426319122314453125e+01
1.203745841979980469e+01 5.919250965118408203e+00 1.394415092468261719e+01
1.831096267700195312e+01 6.376923561096191406e+00 1.389854335784912109e+01
1.996482467651367188e+01 1.266685104370117188e+01 7.895037651062011719e+00
1.652120399475097656e+01 6.327901363372802734e+00 1.379842281341552734e+01
